faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0193,INT007,English,Direct,"Can I arrange for late check-out at Nile Pearl Hotel, and if so, what conditions apply?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply."
FAQ0194,INT007,English,Direct,"Can I request late check-out at Nile Pearl Hotel, and if so, what should I expect?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,"Certainly, late check-out is available at Nile Pearl Hotel, subject to room availability. Please note that an additional fee may apply. We will do our best to accommodate your request."
FAQ0195,INT007,English,Direct,"Is late check-out available at Nile Pearl Hotel, and if so, what conditions must be met?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,"Late check-out is available at Nile Pearl Hotel, subject to availability, and may incur an additional fee."
FAQ0196,INT007,English,Paraphrased,"Is late check-out possible at Nile Pearl Hotel, and what costs might I incur?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,Late check-out is subject to availability and may incur an additional fee. Please inquire at the front desk upon check-out for any applicable charges.
FAQ0197,INT007,English,Paraphrased,"Can I get a late check-out at Nile Pearl Hotel, and what factors determine its availability?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,Late check-out at Nile Pearl Hotel is subject to availability and may incur an additional fee. Please inquire at the front desk upon check-in for availability.
FAQ0198,INT007,English,Paraphrased,"Can I have a late check-out at Nile Pearl Hotel, and if so, will there be any additional charges?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,"Certainly, late check-out is available at Nile Pearl Hotel, subject to availability. Please note that an additional fee may apply. Thank you for your understanding."
FAQ0199,INT007,English,Scenario,"If I need to stay at Nile Pearl Hotel longer because of a late departure, can I request a late check-out and will there be an additional fee?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,"Certainly, late check-out is subject to availability and may incur an additional fee. Please let us know your requirements, and we will do our best to accommodate you."
FAQ0200,INT007,English,Scenario,"Can I arrange for my luggage to be stored at Nile Pearl Hotel after check-out, and if so, are there any additional charges for late check-out?",,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,"Certainly, you can arrange for your luggage to be stored at Nile Pearl Hotel after check-out. However, late check-out may incur an additional fee, subject to availability. Please let us know your requirements, and we will be happy to assist you."
FAQ0201,INT007,Arabic,Direct,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المرتبطة بذلك؟,,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.
FAQ0202,INT007,Arabic,Direct,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,,late_check_out,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,,Easy,نعم، يمكن طلب تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت هناك متوفرية، ولكن قد يترتب على ذلك رسوم إضافية.
