faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0801,INT001,Arabic,Direct,أي مدينة في مصر يقع فيها Nile Pearl Hotel؟,Active,hotel_location,يقع Nile Pearl Hotel في القاهرة، مصر.,Hotel Information,hotel_information.txt,0,Easy,يقع Nile Pearl Hotel في القاهرة، مصر.
FAQ0802,INT001,English,Scenario,I'm filling in the city field for my hotel stay details. Which city should I enter for Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0803,INT001,French,Paraphrased,Dans quelle ville égyptienne est implanté le Nile Pearl Hotel ?,Active,hotel_location,"Le Nile Pearl Hotel est situé au Caire, en Égypte.",Hotel Information,hotel_information.txt,0,Easy,"Le Nile Pearl Hotel est situé au Caire, en Égypte."
FAQ0804,INT001,Russian,Scenario,Я заполняю адрес проживания для поездки. Какой город нужно указать для Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel расположен в Каире, Египет.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel расположен в Каире, Египет."
FAQ0805,INT002,Arabic,Scenario,أراجع الفنادق حسب التصنيف قبل الحجز؛ هل تصنيف Nile Pearl Hotel خمس نجوم؟,Active,hotel_category,Nile Pearl Hotel هو فندق من فئة 5 نجوم.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel هو فندق من فئة 5 نجوم.
FAQ0806,INT002,English,Direct,Where does Nile Pearl Hotel fall on the star-rating scale?,Active,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel is a 5-star hotel.
FAQ0807,INT002,French,Scenario,Je filtre les hôtels par catégorie cinq étoiles : le Nile Pearl Hotel fait-il partie de cette catégorie ?,Active,hotel_category,Le Nile Pearl Hotel est un hôtel 5 étoiles.,Hotel Information,hotel_information.txt,0,Easy,Le Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0808,INT002,Russian,Paraphrased,Какой звездный статус имеет Nile Pearl Hotel?,Active,hotel_category,Nile Pearl Hotel — пятизвёздочный отель.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel — пятизвёздочный отель.
FAQ0809,INT003,Arabic,Paraphrased,هل يعمل مكتب الاستقبال دون انقطاع على مدار اليوم والليل؟,Active,reception_availability,مكتب استقبال الفندق يعمل على مدار الساعة.,Reception,hotel_information.txt,0,Easy,نعم، مكتب استقبال الفندق يعمل على مدار الساعة.
FAQ0810,INT003,English,Scenario,"If I need assistance in the middle of the night, will the hotel's front desk still be operating?",Active,reception_availability,Hotel reception operates 24/7.,Reception,hotel_information.txt,0,Easy,Yes. Hotel reception operates 24/7.
FAQ0811,INT003,French,Direct,La réception reste-t-elle ouverte en permanence ?,Active,reception_availability,La réception de l'hôtel est ouverte 24h/24 et 7j/7.,Reception,hotel_information.txt,0,Easy,Oui. La réception de l'hôtel est ouverte 24h/24 et 7j/7.
FAQ0812,INT003,Russian,Paraphrased,Доступна ли служба регистрации непрерывно в течение суток?,Active,reception_availability,Стойка регистрации отеля работает круглосуточно.,Reception,hotel_information.txt,0,Easy,Да. Стойка регистрации отеля работает круглосуточно.
FAQ0813,INT004,Arabic,Scenario,لو رتبت وصولي على أساس الموعد القياسي، إمتى أقدر أبدأ تسجيل الوصول؟,Active,check_in_time,وقت تسجيل الوصول المعتاد هو الساعة 3:00 مساءً.,Check-in / Check-out,check_in_check_out.txt,0,Easy,وقت تسجيل الوصول المعتاد هو الساعة 3:00 مساءً.
FAQ0814,INT004,English,Paraphrased,From what time onward can guests use regular check-in?,Active,check_in_time,Standard check-in time is 3:00 PM.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Standard check-in time is 3:00 PM.
FAQ0815,INT004,French,Direct,À partir de quelle heure peut-on effectuer le check-in habituel ?,Active,check_in_time,L'enregistrement normal commence à 15h00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,L'enregistrement normal commence à 15h00.
FAQ0816,INT004,Russian,Direct,Когда наступает время стандартного заезда?,Active,check_in_time,Стандартное время регистрации заезда — 15:00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Стандартное время регистрации заезда — 15:00.
