faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0513,INT001,Arabic,Scenario,أثناء التخطيط لرحلتي إلى مصر، في أي مدينة سأجد Nile Pearl Hotel؟,Active,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,hotel_information.txt,0,Easy,يقع Nile Pearl Hotel في القاهرة، مصر.
FAQ0514,INT001,English,Paraphrased,Which Egyptian city should I travel to if I am staying at the Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0515,INT001,French,Scenario,Je prépare mon voyage en Égypte : dans quelle ville se trouve le Nile Pearl Hotel ?,Active,hotel_location,"Le Nile Pearl Hotel est situé au Caire, en Égypte.",Hotel Information,hotel_information.txt,0,Easy,"Le Nile Pearl Hotel est situé au Caire, en Égypte."
FAQ0516,INT001,Russian,Direct,В каком египетском городе находится Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel расположен в Каире, Египет.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel расположен в Каире, Египет."
FAQ0517,INT002,Arabic,Paraphrased,كم عدد النجوم التي يصنف بها Nile Pearl Hotel؟,Active,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel هو فندق من فئة 5 نجوم.
FAQ0518,INT002,English,Scenario,I am comparing hotels by rating. How many stars does the Nile Pearl Hotel have?,Active,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel is a 5-star hotel.
FAQ0519,INT002,French,Direct,Le Nile Pearl Hotel possède-t-il cinq étoiles ?,Active,hotel_category,Le Nile Pearl Hotel est un hôtel 5 étoiles.,Hotel Information,hotel_information.txt,0,Easy,Le Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0520,INT002,Russian,Paraphrased,Сколько звезд имеет Nile Pearl Hotel по своей категории?,Active,hotel_category,Nile Pearl Hotel — пятизвездочный отель.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel — пятизвездочный отель.
FAQ0521,INT003,Arabic,Scenario,إذا احتجت إلى مساعدة من الاستقبال في وقت متأخر من الليل، هل سيكون متاحًا؟,Active,reception_availability,Hotel reception operates 24/7.,Reception,hotel_information.txt,0,Easy,نعم، مكتب استقبال الفندق متاح على مدار الساعة.
FAQ0522,INT003,English,Scenario,"If I arrive late at night and need assistance, will the hotel reception still be available?",Active,reception_availability,Hotel reception operates 24/7.,Reception,hotel_information.txt,0,Easy,Yes. Hotel reception operates 24/7.
