faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0289,INT001,Arabic,Scenario,إذا كنت أبحث عن الفندق في القاهرة، فأين يقع Nile Pearl Hotel تحديدًا؟,generated,hotel_location,يقع Nile Pearl Hotel في القاهرة، مصر.,Hotel FAQ,Generated Batch 03,0,Easy,يقع Nile Pearl Hotel في القاهرة، مصر.
FAQ0290,INT001,English,Scenario,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 03,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0291,INT001,French,Scenario,"Si je cherche l'hôtel au Caire, où se trouve exactement le Nile Pearl Hotel ?",generated,hotel_location,"Le Nile Pearl Hotel est situé au Caire, en Égypte.",Hotel FAQ,Generated Batch 03,0,Easy,"Le Nile Pearl Hotel est situé au Caire, en Égypte."
FAQ0292,INT001,Russian,Scenario,"Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",generated,hotel_location,"Отель Nile Pearl Hotel расположен в Каире, Египет.",Hotel FAQ,Generated Batch 03,0,Easy,"Отель Nile Pearl Hotel расположен в Каире, Египет."
FAQ0293,INT002,Arabic,Scenario,أخطط للإقامة في Nile Pearl Hotel، فما تصنيف الفندق الذي يمكنني توقعه؟,generated,hotel_category,Nile Pearl Hotel هو فندق من فئة 5 نجوم.,Hotel FAQ,Generated Batch 03,0,Easy,Nile Pearl Hotel هو فندق من فئة 5 نجوم.
FAQ0294,INT002,English,Scenario,I am planning to stay at Nile Pearl Hotel; what category is the hotel?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 03,0,Easy,Nile Pearl Hotel is a 5-star hotel.
FAQ0295,INT002,French,Scenario,Je prévois de séjourner au Nile Pearl Hotel ; quelle est la catégorie de cet hôtel ?,generated,hotel_category,Le Nile Pearl Hotel est un hôtel 5 étoiles.,Hotel FAQ,Generated Batch 03,0,Easy,Le Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0296,INT002,Russian,Scenario,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,generated,hotel_category,Nile Pearl Hotel — пятизвездочный отель.,Hotel FAQ,Generated Batch 03,0,Easy,Nile Pearl Hotel — пятизвездочный отель.
FAQ0297,INT003,Arabic,Direct,هل يمكنني الوصول إلى موظفي الاستقبال في أي وقت من اليوم؟,generated,reception_availability,مكتب استقبال Nile Pearl Hotel متاح على مدار الساعة.,Hotel FAQ,Generated Batch 03,0,Easy,مكتب استقبال Nile Pearl Hotel متاح على مدار الساعة.
FAQ0298,INT003,English,Direct,Can I reach the reception staff at any time of the day?,generated,reception_availability,Nile Pearl Hotel reception is available 24 hours a day.,Hotel FAQ,Generated Batch 03,0,Easy,Nile Pearl Hotel reception is available 24 hours a day.
FAQ0299,INT003,French,Direct,Puis-je contacter le personnel de la réception à n'importe quelle heure de la journée ?,generated,reception_availability,La réception du Nile Pearl Hotel est disponible 24 heures sur 24.,Hotel FAQ,Generated Batch 03,0,Easy,La réception du Nile Pearl Hotel est disponible 24 heures sur 24.
FAQ0300,INT003,Russian,Direct,Могу ли я обратиться к сотрудникам стойки регистрации в любое время суток?,generated,reception_availability,Стойка регистрации Nile Pearl Hotel работает круглосуточно.,Hotel FAQ,Generated Batch 03,0,Easy,Стойка регистрации Nile Pearl Hotel работает круглосуточно.
FAQ0301,INT004,Arabic,Scenario,سأصل إلى الفندق في يوم تسجيل الوصول، فمتى يمكنني تسجيل الدخول بشكل عادي؟,generated,check_in_time,وقت تسجيل الوصول المعتاد هو الساعة 2:00 مساءً.,Hotel FAQ,Generated Batch 03,0,Easy,وقت تسجيل الوصول المعتاد هو الساعة 2:00 مساءً.
