faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0257,INT001,Arabic,Paraphrased,في أي منطقة من المدينة يقع فندق Nile Pearl Hotel؟,generated,hotel_location,The question asks about the location of Nile Pearl Hotel.,hotel_location,batch_02,1,Easy,Nile Pearl Hotel is located in the specified hotel area of the city.
FAQ0258,INT001,English,Paraphrased,Which part of the city is Nile Pearl Hotel located in?,generated,hotel_location,The question asks about the location of Nile Pearl Hotel.,hotel_location,batch_02,1,Easy,Nile Pearl Hotel is located in the specified hotel area of the city.
FAQ0259,INT001,French,Paraphrased,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,generated,hotel_location,La question porte sur l'emplacement du Nile Pearl Hotel.,hotel_location,batch_02,1,Easy,Le Nile Pearl Hotel se trouve dans la zone indiquée de la ville.
FAQ0260,INT001,Russian,Paraphrased,В каком районе города находится отель Nile Pearl Hotel?,generated,hotel_location,Вопрос касается расположения отеля Nile Pearl Hotel.,hotel_location,batch_02,1,Easy,Отель Nile Pearl Hotel расположен в указанной части города.
FAQ0261,INT002,Arabic,Paraphrased,ما فئة فندق Nile Pearl Hotel؟,generated,hotel_category,The question asks about the category of Nile Pearl Hotel.,hotel_category,batch_02,1,Easy,Nile Pearl Hotel belongs to the hotel category specified in the hotel information.
FAQ0262,INT002,English,Paraphrased,What hotel category is Nile Pearl Hotel?,generated,hotel_category,The question asks about the category of Nile Pearl Hotel.,hotel_category,batch_02,1,Easy,Nile Pearl Hotel belongs to the hotel category specified in the hotel information.
FAQ0263,INT002,French,Paraphrased,Quelle est la catégorie du Nile Pearl Hotel ?,generated,hotel_category,La question porte sur la catégorie du Nile Pearl Hotel.,hotel_category,batch_02,1,Easy,Le Nile Pearl Hotel appartient à la catégorie indiquée dans les informations de l'hôtel.
FAQ0264,INT002,Russian,Paraphrased,Какова категория отеля Nile Pearl Hotel?,generated,hotel_category,Вопрос касается категории отеля Nile Pearl Hotel.,hotel_category,batch_02,1,Easy,"Отель Nile Pearl Hotel относится к категории, указанной в информации об отеле."
FAQ0265,INT003,Arabic,Paraphrased,هل مكتب استقبال الفندق يعمل على مدار الساعة؟,generated,reception_availability,The question asks whether the hotel reception is available around the clock.,reception_availability,batch_02,1,Easy,The hotel's reception availability is provided in the hotel reception policy.
FAQ0266,INT003,English,Paraphrased,Does the hotel reception operate 24 hours a day?,generated,reception_availability,The question asks whether the hotel reception is available around the clock.,reception_availability,batch_02,1,Easy,The hotel's reception availability is provided in the hotel reception policy.
FAQ0267,INT003,French,Paraphrased,La réception de l'hôtel est-elle ouverte 24 heures sur 24 ?,generated,reception_availability,La question porte sur la disponibilité de la réception de l'hôtel.,reception_availability,batch_02,1,Easy,Les horaires de disponibilité de la réception sont indiqués dans la politique de l'hôtel.
FAQ0268,INT003,Russian,Paraphrased,Работает ли стойка регистрации отеля круглосуточно?,generated,reception_availability,Вопрос касается круглосуточной работы стойки регистрации.,reception_availability,batch_02,1,Easy,Время работы стойки регистрации указано в правилах отеля.
FAQ0269,INT004,Arabic,Paraphrased,ما هو الوقت المحدد لتسجيل الوصول إلى الفندق؟,generated,check_in_time,The question asks for the standard hotel check-in time.,check_in_time,batch_02,1,Easy,The standard check-in time is provided in the hotel's check-in policy.
FAQ0270,INT004,English,Paraphrased,What is the hotel's standard check-in time?,generated,check_in_time,The question asks for the standard hotel check-in time.,check_in_time,batch_02,1,Easy,The standard check-in time is provided in the hotel's check-in policy.
FAQ0271,INT004,French,Paraphrased,Quelle est l'heure habituelle d'arrivée à l'hôtel ?,generated,check_in_time,La question demande l'heure standard d'enregistrement à l'hôtel.,check_in_time,batch_02,1,Easy,L'heure standard d'enregistrement est indiquée dans la politique d'arrivée de l'hôtel.
FAQ0272,INT004,Russian,Paraphrased,Какое стандартное время регистрации заезда в отеле?,generated,check_in_time,Вопрос касается стандартного времени регистрации заезда.,check_in_time,batch_02,1,Easy,Стандартное время заезда указано в правилах регистрации отеля.
FAQ0273,INT005,Arabic,Paraphrased,ما هو الوقت المعتاد لتسجيل المغادرة من الفندق؟,generated,check_out_time,The question asks for the standard hotel check-out time.,check_out_time,batch_02,1,Easy,The standard check-out time is provided in the hotel's check-out policy.
FAQ0274,INT005,English,Paraphrased,What is the hotel's standard check-out time?,generated,check_out_time,The question asks for the standard hotel check-out time.,check_out_time,batch_02,1,Easy,The standard check-out time is provided in the hotel's check-out policy.
FAQ0275,INT005,French,Paraphrased,Quelle est l'heure habituelle de départ de l'hôtel ?,generated,check_out_time,La question demande l'heure standard de départ de l'hôtel.,check_out_time,batch_02,1,Easy,L'heure standard de départ est indiquée dans la politique de départ de l'hôtel.
FAQ0276,INT005,Russian,Paraphrased,Какое стандартное время регистрации выезда из отеля?,generated,check_out_time,Вопрос касается стандартного времени выезда.,check_out_time,batch_02,1,Easy,Стандартное время выезда указано в правилах отеля.
FAQ0277,INT006,Arabic,Paraphrased,هل يسمح الفندق بتسجيل الوصول في وقت مبكر؟,generated,early_check_in,The question asks whether early check-in is allowed.,early_check_in,batch_02,1,Easy,Early check-in is subject to the hotel's early check-in policy and availability.
FAQ0278,INT006,English,Paraphrased,Does the hotel allow early check-in?,generated,early_check_in,The question asks whether early check-in is allowed.,early_check_in,batch_02,1,Easy,Early check-in is subject to the hotel's early check-in policy and availability.
FAQ0279,INT006,French,Paraphrased,L'hôtel autorise-t-il l'enregistrement anticipé ?,generated,early_check_in,La question porte sur la possibilité d'un enregistrement anticipé.,early_check_in,batch_02,1,Easy,L'enregistrement anticipé dépend de la politique de l'hôtel et des disponibilités.
FAQ0280,INT006,Russian,Paraphrased,Разрешена ли в отеле ранняя регистрация заезда?,generated,early_check_in,Вопрос касается возможности раннего заезда.,early_check_in,batch_02,1,Easy,Ранний заезд зависит от правил отеля и наличия свободных номеров.
FAQ0281,INT007,Arabic,Paraphrased,هل يمكنني طلب تسجيل المغادرة في وقت متأخر؟,generated,late_check_out,The question asks whether late check-out can be requested.,late_check_out,batch_02,1,Easy,Late check-out is subject to the hotel's policy and availability.
FAQ0282,INT007,English,Paraphrased,Can I request a late check-out?,generated,late_check_out,The question asks whether late check-out can be requested.,late_check_out,batch_02,1,Easy,Late check-out is subject to the hotel's policy and availability.
FAQ0283,INT007,French,Paraphrased,Puis-je demander un départ tardif de l'hôtel ?,generated,late_check_out,La question porte sur la possibilité de demander un départ tardif.,late_check_out,batch_02,1,Easy,Le départ tardif dépend de la politique de l'hôtel et des disponibilités.
FAQ0284,INT007,Russian,Paraphrased,Можно ли запросить поздний выезд из отеля?,generated,late_check_out,Вопрос касается возможности позднего выезда.,late_check_out,batch_02,1,Easy,Поздний выезд зависит от правил отеля и наличия свободных номеров.
FAQ0285,INT008,Arabic,Paraphrased,ما هي وثيقة إثبات الهوية المطلوبة عند تسجيل الوصول؟,generated,identification_required,The question asks which identification document is required at check-in.,identification_required,batch_02,1,Easy,The required identification document is specified in the hotel's identification policy.
FAQ0286,INT008,English,Paraphrased,What identification document do I need when checking in?,generated,identification_required,The question asks which identification document is required at check-in.,identification_required,batch_02,1,Easy,The required identification document is specified in the hotel's identification policy.
FAQ0287,INT008,French,Paraphrased,Quelle pièce d'identité dois-je présenter lors de l'enregistrement ?,generated,identification_required,La question demande quelle pièce d'identité est nécessaire lors de l'enregistrement.,identification_required,batch_02,1,Easy,La pièce d'identité requise est indiquée dans la politique d'identification de l'hôtel.
FAQ0288,INT008,Russian,Paraphrased,Какой документ удостоверяющий личность нужно предъявить при регистрации?,generated,identification_required,"Вопрос касается документа удостоверяющего личность, необходимого при регистрации.",identification_required,batch_02,1,Easy,Требуемый документ удостоверяющий личность указан в правилах отеля.
