faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0353,INT001,Arabic,Scenario,إذا وصلت إلى القاهرة وأردت التوجه مباشرة إلى Nile Pearl Hotel، فأي موقع أو منطقة أبحث عنها؟,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 05,0,Easy,يقع فندق Nile Pearl Hotel في القاهرة، مصر.
FAQ0354,INT001,English,Scenario,"If I arrive in Cairo and want to head directly to Nile Pearl Hotel, which area should I look for?",generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 05,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0355,INT001,French,Scenario,"Si j'arrive au Caire et que je veux me rendre directement au Nile Pearl Hotel, dans quel secteur dois-je aller ?",generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 05,0,Easy,"Nile Pearl Hotel se trouve à Cairo, en Égypte."
FAQ0356,INT001,Russian,Scenario,"Если я приеду в Каир и захочу сразу отправиться в Nile Pearl Hotel, в каком районе мне его искать?",generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 05,0,Easy,"Nile Pearl Hotel находится в Каире, Египет."
FAQ0357,INT002,Arabic,Direct,ما مستوى تصنيف Nile Pearl Hotel بين الفنادق؟,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 05,0,Easy,نيل بيرل هو فندق 5 نجوم. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0358,INT002,English,Direct,What category does Nile Pearl Hotel fall under among hotels?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 05,0,Easy,Nile Pearl Hotel is a 5-star establishment.
FAQ0359,INT002,French,Direct,Quel est le classement général attribué au Nile Pearl Hotel ?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 05,0,Easy,Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0360,INT002,Russian,Direct,Какой статус имеет Nile Pearl Hotel в системе гостиничной классификации?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 05,0,Easy,Nile Pearl Hotel является 5-звездочным отелем.
FAQ0361,INT003,Arabic,Paraphrased,هل تظل خدمة الاستقبال متاحة للضيوف طوال الليل؟,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 05,0,Easy,Hotel reception operates 24/7. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0362,INT003,English,Paraphrased,Is the front desk still available to guests throughout the night?,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 05,0,Easy,Hotel reception operates 24/7. This information applies to Nile Pearl Hotel.
