faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0577,INT001,Arabic,Direct,ما المدينة المصرية التي يوجد فيها Nile Pearl Hotel؟,Active,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,hotel_information.txt,0,Easy,يقع Nile Pearl Hotel في القاهرة، مصر.
FAQ0578,INT001,English,Scenario,I am arranging a trip to Egypt. Which city should I travel to for the Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0579,INT001,French,Paraphrased,Où puis-je trouver le Nile Pearl Hotel en Égypte ?,Active,hotel_location,"Le Nile Pearl Hotel est situé au Caire, en Égypte.",Hotel Information,hotel_information.txt,0,Easy,"Le Nile Pearl Hotel est situé au Caire, en Égypte."
FAQ0580,INT001,Russian,Paraphrased,Какой город Египта является местом расположения Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel расположен в Каире, Египет.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel расположен в Каире, Египет."
FAQ0581,INT002,Arabic,Scenario,أبحث عن فندق خمس نجوم في القاهرة، فهل Nile Pearl Hotel من هذه الفئة؟,Active,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,hotel_information.txt,0,Easy,نعم، Nile Pearl Hotel فندق من فئة 5 نجوم.
FAQ0582,INT002,English,Direct,What star category does the Nile Pearl Hotel belong to?,Active,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel is a 5-star hotel.
FAQ0583,INT002,French,Scenario,Je souhaite un hôtel cinq étoiles : le Nile Pearl Hotel répond-il à ce critère ?,Active,hotel_category,Le Nile Pearl Hotel est un hôtel 5 étoiles.,Hotel Information,hotel_information.txt,0,Easy,Oui. Le Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0584,INT002,Russian,Direct,К какой категории по числу звёзд относится Nile Pearl Hotel?,Active,hotel_category,Nile Pearl Hotel — пятизвёздочный отель.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel — пятизвёздочный отель.
FAQ0585,INT003,Arabic,Paraphrased,هل يمكنني التواصل مع مكتب الاستقبال في أي وقت خلال اليوم؟,Active,reception_availability,Hotel reception operates 24/7.,Reception,hotel_information.txt,0,Easy,نعم، مكتب الاستقبال يعمل على مدار الساعة.
FAQ0586,INT003,English,Scenario,"If I need assistance late at night, can I still contact the reception desk?",Active,reception_availability,Hotel reception operates 24/7.,Reception,hotel_information.txt,0,Easy,Yes. The reception desk operates 24/7.
FAQ0587,INT003,French,Direct,La réception est-elle disponible à toute heure ?,Active,reception_availability,La réception de l'hôtel est ouverte 24h/24 et 7j/7.,Reception,hotel_information.txt,0,Easy,"Oui, la réception de l'hôtel est ouverte 24h/24 et 7j/7."
