faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0641,,,,,Active,,,,,0,,
FAQ0642,,,,,Active,,,,,0,,
FAQ0643,,,,,Active,,,,,0,,
FAQ0644,,,,,Active,,,,,0,,
FAQ0645,,,,,Active,,,,,0,,
FAQ0646,,,,,Active,,,,,0,,
FAQ0647,,,,,Active,,,,,0,,
FAQ0648,,,,,Active,,,,,0,,
FAQ0649,,,,,Active,,,,,0,,
FAQ0650,,,,,Active,,,,,0,,
FAQ0651,,,,,Active,,,,,0,,
FAQ0652,,,,,Active,,,,,0,,
FAQ0653,,,,,Active,,,,,0,,
FAQ0654,,,,,Active,,,,,0,,
FAQ0655,,,,,Active,,,,,0,,
FAQ0656,,,,,Active,,,,,0,,
FAQ0657,,,,,Active,,,,,0,,
FAQ0658,,,,,Active,,,,,0,,
FAQ0659,,,,,Active,,,,,0,,
FAQ0660,,,,,Active,,,,,0,,
FAQ0661,,,,,Active,,,,,0,,
FAQ0662,,,,,Active,,,,,0,,
FAQ0663,,,,,Active,,,,,0,,
FAQ0664,,,,,Active,,,,,0,,
FAQ0665,,,,,Active,,,,,0,,
FAQ0666,,,,,Active,,,,,0,,
FAQ0667,,,,,Active,,,,,0,,
FAQ0668,,,,,Active,,,,,0,,
FAQ0669,,,,,Active,,,,,0,,
FAQ0670,,,,,Active,,,,,0,,
FAQ0671,,,,,Active,,,,,0,,
FAQ0672,,,,,Active,,,,,0,,
