faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0385,INT001,Arabic,Direct,في أي مدينة يوجد Nile Pearl Hotel؟,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 06,0,Easy,يقع فندق Nile Pearl Hotel في القاهرة، مصر.
FAQ0386,INT001,English,Direct,In which part of Cairo should I look for Nile Pearl Hotel?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 06,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0387,INT001,French,Direct,Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 06,0,Easy,"Nile Pearl Hotel se trouve à Cairo, en Égypte."
FAQ0388,INT001,Russian,Direct,Где в Каире расположен Nile Pearl Hotel?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 06,0,Easy,"Nile Pearl Hotel находится в Каире, Египет."
FAQ0389,INT002,Arabic,Scenario,قبل حجز الغرفة، كيف أعرف الفئة التي ينتمي إليها Nile Pearl Hotel؟,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 06,0,Easy,نيل بيرل هو فندق 5 نجوم. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0390,INT002,English,Scenario,"Before booking a room, how can I tell what category Nile Pearl Hotel belongs to?",generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 06,0,Easy,Nile Pearl Hotel is a 5-star establishment.
FAQ0391,INT002,French,Scenario,"Avant de réserver une chambre, comment puis-je savoir à quelle catégorie appartient le Nile Pearl Hotel ?",generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 06,0,Easy,Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0392,INT002,Russian,Scenario,"Перед бронированием номера как узнать, к какой категории относится Nile Pearl Hotel?",generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 06,0,Easy,Nile Pearl Hotel является 5-звездочным отелем.
FAQ0393,INT003,Arabic,Paraphrased,هل يمكنني التواصل مع مكتب الاستقبال في أي وقت؟,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 06,0,Easy,Hotel reception operates 24/7. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0394,INT003,English,Paraphrased,Can I contact the reception desk at any time?,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 06,0,Easy,Hotel reception operates 24/7. This information applies to Nile Pearl Hotel.
FAQ0395,INT003,French,Paraphrased,Puis-je contacter la réception à tout moment ?,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 06,0,Easy,Hotel reception operates 24/7. Ces informations s'appliquent à Nile Pearl Hotel.
FAQ0396,INT003,Russian,Paraphrased,Могу ли я связаться со стойкой регистрации в любое время?,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 06,0,Easy,Hotel reception operates 24/7. Эта информация относится к Nile Pearl Hotel.
FAQ0397,INT004,Arabic,Paraphrased,ما الساعة التي يُفتح فيها تسجيل الوصول المعتاد للضيوف؟,generated,check_in_time,Standard check-in time is 3:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,الوقت المحدد لتسجيل الوصول في Nile Pearl Hotel هو الساعة 3:00 مساءً.
FAQ0398,INT004,English,Paraphrased,At what hour is regular guest check-in available?,generated,check_in_time,Standard check-in time is 3:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,Standard check-in time at Nile Pearl Hotel is 3:00 PM.
FAQ0399,INT004,French,Paraphrased,À partir de quelle heure l'enregistrement habituel est-il disponible pour les clients ?,generated,check_in_time,Standard check-in time is 3:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,Le début de l'arrivée au Nile Pearl Hotel se fait à 15h.
FAQ0400,INT004,Russian,Paraphrased,С какого часа гостям доступна обычная регистрация заезда?,generated,check_in_time,Standard check-in time is 3:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,Заселение в Nile Pearl Hotel можно начать с 15:00.
FAQ0401,INT005,Arabic,Scenario,إذا كان يوم المغادرة قد حان، فما الوقت الذي يجب أن أخلي فيه الغرفة؟,generated,check_out_time,Standard check-out time is 12:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,Standard check-out time is 12:00 PM. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0402,INT005,English,Scenario,"When my departure day arrives, what time do I need to leave the room?",generated,check_out_time,Standard check-out time is 12:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,Standard check-out time is 12:00 PM. This information applies to Nile Pearl Hotel.
FAQ0403,INT005,French,Scenario,"Le jour de mon départ, à quelle heure dois-je quitter la chambre ?",generated,check_out_time,Standard check-out time is 12:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,Standard check-out time is 12:00 PM. Ces informations s'appliquent à Nile Pearl Hotel.
FAQ0404,INT005,Russian,Scenario,В день выезда в какое время мне нужно покинуть номер?,generated,check_out_time,Standard check-out time is 12:00 PM.,Hotel FAQ,Generated Batch 06,0,Easy,Standard check-out time is 12:00 PM. Эта информация относится к Nile Pearl Hotel.
FAQ0405,INT006,Arabic,Paraphrased,هل يسمح الفندق بتسجيل الوصول قبل الموعد المقرر إذا كانت الغرفة جاهزة؟,generated,early_check_in,Early check-in is subject to room availability and hotel approval.,Hotel FAQ,Generated Batch 06,0,Easy,نعم، يمكن تسجيل الوصول المبكر في Nile Pearl Hotel بناءً على توفر الغرف وموافقة الفندق.
