faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0417,INT001,Arabic,Paraphrased,كيف يمكنني معرفة موقع Nile Pearl Hotel داخل القاهرة؟,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 07,0,Easy,يقع فندق Nile Pearl Hotel في القاهرة، مصر.
FAQ0418,INT001,English,Paraphrased,How can I identify the location of Nile Pearl Hotel within Cairo?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 07,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0419,INT001,French,Paraphrased,Comment puis-je situer le Nile Pearl Hotel dans la ville du Caire ?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 07,0,Easy,"Nile Pearl Hotel se trouve à Cairo, en Égypte."
FAQ0420,INT001,Russian,Paraphrased,Как определить местоположение Nile Pearl Hotel в Каире?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 07,0,Easy,"Nile Pearl Hotel находится в Каире, Египет."
FAQ0421,INT002,Arabic,Paraphrased,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 07,0,Easy,نيل بيرل هو فندق 5 نجوم. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0422,INT002,English,Paraphrased,How is Nile Pearl Hotel categorized within hotel classifications?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 07,0,Easy,Nile Pearl Hotel is a 5-star establishment.
FAQ0423,INT002,French,Paraphrased,Quelle est la classification hôtelière du Nile Pearl Hotel ?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 07,0,Easy,Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0424,INT002,Russian,Paraphrased,Какова гостиничная классификация Nile Pearl Hotel?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 07,0,Easy,Nile Pearl Hotel является 5-звездочным отелем.
FAQ0425,INT003,Arabic,Scenario,إذا وصلت متأخرًا جدًا إلى الفندق، هل سأتمكن من العثور على موظف استقبال؟,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 07,0,Easy,Hotel reception operates 24/7. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0426,INT003,English,Scenario,"If I arrive at the hotel very late, will a reception employee still be available?",generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 07,0,Easy,Hotel reception operates 24/7. This information applies to Nile Pearl Hotel.
