faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0609,INT001,Arabic,Scenario,إذا كنت في مصر وأريد الإقامة في Nile Pearl Hotel، ففي أي مدينة سأجده؟,Active,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,hotel_information.txt,0,Easy,ستجد Nile Pearl Hotel في القاهرة، مصر.
FAQ0610,INT001,English,Paraphrased,Which Egyptian city is home to the Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0611,INT001,French,Scenario,"Pour séjourner au Nile Pearl Hotel, dans quelle ville égyptienne dois-je me rendre ?",Active,hotel_location,"Le Nile Pearl Hotel est situé au Caire, en Égypte.",Hotel Information,hotel_information.txt,0,Easy,"Le Nile Pearl Hotel est situé au Caire, en Égypte."
FAQ0612,INT001,Russian,Direct,В каком городе Египта расположен отель Nile Pearl Hotel?,Active,hotel_location,"Nile Pearl Hotel расположен в Каире, Египет.",Hotel Information,hotel_information.txt,0,Easy,"Nile Pearl Hotel находится в Каире, Египет."
FAQ0613,INT002,Arabic,Paraphrased,ما تصنيف الفندق Nile Pearl Hotel من حيث عدد النجوم؟,Active,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel مصنف كفندق 5 نجوم.
FAQ0614,INT002,English,Scenario,I am considering the hotel for a premium stay. How many stars is it?,Active,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel is a 5-star hotel.
FAQ0615,INT002,French,Direct,Combien d'étoiles possède le Nile Pearl Hotel ?,Active,hotel_category,Le Nile Pearl Hotel est un hôtel 5 étoiles.,Hotel Information,hotel_information.txt,0,Easy,Le Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0616,INT002,Russian,Scenario,"Если для меня важна категория отеля, сколько звёзд у Nile Pearl Hotel?",Active,hotel_category,Nile Pearl Hotel — пятизвёздочный отель.,Hotel Information,hotel_information.txt,0,Easy,Nile Pearl Hotel — пятизвёздочный отель.
FAQ0617,INT003,Arabic,Direct,هل مكتب استقبال Nile Pearl Hotel متاح على مدار الساعة؟,Active,reception_availability,Hotel reception operates 24/7.,Reception,hotel_information.txt,0,Easy,نعم، مكتب استقبال الفندق يعمل على مدار الساعة.
FAQ0618,INT003,English,Paraphrased,Can the front desk be reached around the clock?,Active,reception_availability,Hotel reception operates 24/7.,Reception,hotel_information.txt,0,Easy,Yes. The hotel's front desk operates 24/7.
FAQ0619,INT003,French,Scenario,"Si j'arrive très tard, la réception pourra-t-elle encore m'aider ?",Active,reception_availability,La réception de l'hôtel est ouverte 24h/24 et 7j/7.,Reception,hotel_information.txt,0,Easy,"Oui, la réception de l'hôtel est ouverte 24h/24 et 7j/7."
FAQ0620,INT003,Russian,Paraphrased,Работает ли стойка регистрации без перерыва в течение суток?,Active,reception_availability,Стойка регистрации отеля работает круглосуточно.,Reception,hotel_information.txt,0,Easy,Да. Стойка регистрации отеля работает круглосуточно.
FAQ0621,INT004,Arabic,Scenario,أخطط للوصول بعد الظهر، فمتى يبدأ تسجيل الوصول القياسي؟,Active,check_in_time,Standard check-in time is 3:00 PM.,Check-in / Check-out,check_in_check_out.txt,0,Easy,يبدأ تسجيل الوصول القياسي الساعة 3:00 مساءً.
FAQ0622,INT004,English,Direct,What time is regular check-in scheduled to start?,Active,check_in_time,Standard check-in time is 3:00 PM.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Regular check-in starts at 3:00 PM.
FAQ0623,INT004,French,Paraphrased,À quel moment commence normalement l'enregistrement des clients ?,Active,check_in_time,L'enregistrement normal commence à 15h00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,L'enregistrement normal commence à 15h00.
FAQ0624,INT004,Russian,Direct,С какого времени начинается стандартная регистрация заезда?,Active,check_in_time,Стандартное время регистрации заезда — 15:00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Стандартная регистрация заезда начинается в 15:00.
FAQ0625,INT005,Arabic,Scenario,أرغب في معرفة وقت المغادرة المعتاد حتى أرتب خروجي.,Active,check_out_time,Standard check-out time is 12:00 PM.,Check-in / Check-out,check_in_check_out.txt,0,Easy,موعد تسجيل المغادرة المعتاد هو الساعة 12 ظهرًا.
FAQ0626,INT005,English,Paraphrased,When should I normally leave my room on the day of departure?,Active,check_out_time,The standard check-out time is 12:00 PM.,Check-in / Check-out,check_in_check_out.txt,0,Easy,The standard check-out time is 12:00 PM.
FAQ0627,INT005,French,Direct,Quelle est l'heure habituelle à laquelle les clients doivent quitter la chambre ?,Active,check_out_time,L'heure normale de départ est 12h00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,L'heure normale de départ est 12h00.
FAQ0628,INT005,Russian,Scenario,Мне нужно спланировать выезд: к какому часу обычно нужно покинуть номер?,Active,check_out_time,Стандартное время регистрации выезда — 12:00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Стандартное время регистрации выезда — 12:00.
