faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0321,INT001,Arabic,Paraphrased,ما أقرب منطقة أو معلم يمكنني استخدامه لتحديد موقع Nile Pearl Hotel؟,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 04,0,Easy,يقع فندق Nile Pearl Hotel في القاهرة، مصر.
FAQ0322,INT001,English,Paraphrased,What nearby area or landmark can I use to identify the location of Nile Pearl Hotel?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 04,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0323,INT001,French,Paraphrased,Quel quartier ou point de repère proche puis-je utiliser pour localiser le Nile Pearl Hotel ?,generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 04,0,Easy,"Nile Pearl Hotel se trouve à Cairo, en Égypte."
FAQ0324,INT001,Russian,Paraphrased,"Какой ближайший район или ориентир можно использовать, чтобы найти Nile Pearl Hotel?",generated,hotel_location,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel FAQ,Generated Batch 04,0,Easy,"Nile Pearl Hotel находится в Каире, Египет."
FAQ0325,INT002,Arabic,Paraphrased,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 04,0,Easy,نيل بيرل هو فندق 5 نجوم. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0326,INT002,English,Paraphrased,What hotel classification does Nile Pearl Hotel have?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 04,0,Easy,Nile Pearl Hotel is a 5-star establishment.
FAQ0327,INT002,French,Paraphrased,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 04,0,Easy,Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0328,INT002,Russian,Paraphrased,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,generated,hotel_category,Nile Pearl Hotel is a 5-star hotel.,Hotel FAQ,Generated Batch 04,0,Easy,Nile Pearl Hotel является 5-звездочным отелем.
FAQ0329,INT003,Arabic,Scenario,إذا احتجت إلى مساعدة في الفندق ليلًا، هل سأجد موظف استقبال متاحًا؟,generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 04,0,Easy,Hotel reception operates 24/7. تنطبق هذه المعلومات على Nile Pearl Hotel.
FAQ0330,INT003,English,Scenario,"If I need assistance at the hotel late at night, will a reception staff member be available?",generated,reception_availability,Hotel reception operates 24/7.,Hotel FAQ,Generated Batch 04,0,Easy,Hotel reception operates 24/7. This information applies to Nile Pearl Hotel.
